23	22	18
y	x	z	ContainerCode	Container Length	Weight	Cargo	Cargo Capacity
14	9	3	583	20	2	19	20
16	9	3	584	20	2	8	20
19	9	3	585	40	4	16	22
20	9	3	585	40	4	16	22
22	9	3	586	20	2	0	20
2	10	3	587	40	4	10	22
3	10	3	587	40	4	10	22
6	10	3	588	40	4	6	22
7	10	3	588	40	4	6	22
10	10	3	589	40	4	11	22
11	10	3	589	40	4	11	22
13	10	3	590	20	2	0	20
15	10	3	591	20	2	20	20
17	10	3	592	20	2	16	20
19	10	3	593	20	2	14	20
21	10	3	594	20	2	6	20
0	11	3	595	20	2	16	20
2	11	3	596	20	2	0	20
5	11	3	597	40	4	13	22
6	11	3	597	40	4	13	22
9	11	3	598	40	4	19	22
10	11	3	598	40	4	19	22
12	11	3	599	20	2	9	20
15	11	3	600	40	4	0	22
16	11	3	600	40	4	0	22
19	11	3	601	40	4	3	22
20	11	3	601	40	4	3	22
0	12	3	602	40	4	16	22
1	12	3	602	40	4	16	22
4	12	3	603	40	4	18	22
5	12	3	603	40	4	18	22
7	12	3	604	20	2	0	20
9	12	3	605	20	2	2	20
11	12	3	606	20	2	14	20
13	12	3	607	20	2	7	20
16	12	3	608	40	4	20	22
17	12	3	608	40	4	20	22
20	12	3	609	40	4	22	22
21	12	3	609	40	4	22	22
2	13	3	610	40	4	21	22
3	13	3	610	40	4	21	22
6	13	3	611	40	4	15	22
7	13	3	611	40	4	15	22
10	13	3	612	40	4	6	22
11	13	3	612	40	4	6	22
14	13	3	613	40	4	15	22
15	13	3	613	40	4	15	22
18	13	3	614	40	4	11	22
19	13	3	614	40	4	11	22
20	13	3	615	20	2	4	20
0	14	3	616	40	4	15	22
1	14	3	616	40	4	15	22
3	14	3	617	20	2	5	20
6	14	3	618	40	4	18	22
7	14	3	618	40	4	18	22
10	14	3	619	40	4	22	22
11	14	3	619	40	4	22	22
13	14	3	620	20	2	0	20
15	14	3	621	20	2	12	20
17	14	3	622	20	2	19	20
20	14	3	623	40	4	19	22
21	14	3	623	40	4	19	22
2	15	3	624	40	4	8	22
3	15	3	624	40	4	8	22
6	15	3	625	40	4	9	22
7	15	3	625	40	4	9	22
10	15	3	626	40	4	3	22
11	15	3	626	40	4	3	22
14	15	3	627	40	4	12	22
15	15	3	627	40	4	12	22
18	15	3	628	40	4	2	22
19	15	3	628	40	4	2	22
20	15	3	629	20	2	12	20
22	15	3	630	20	2	2	20
1	16	3	631	20	2	11	20
4	16	3	632	40	4	16	22
5	16	3	632	40	4	16	22
7	16	3	633	20	2	4	20
10	16	3	634	40	4	20	22
11	16	3	634	40	4	20	22
14	16	3	635	40	4	0	22
15	16	3	635	40	4	0	22
18	16	3	636	40	4	9	22
19	16	3	636	40	4	9	22
21	16	3	637	20	2	8	20
0	17	3	638	20	2	4	20
2	17	3	639	20	2	0	20
5	17	3	640	40	4	8	22
6	17	3	640	40	4	8	22
9	17	3	641	40	4	0	22
10	17	3	641	40	4	0	22
13	17	3	642	40	4	15	22
14	17	3	642	40	4	15	22
17	17	3	643	40	4	14	22
18	17	3	643	40	4	14	22
21	17	3	644	40	4	8	22
22	17	3	644	40	4	8	22
1	18	3	645	20	2	4	20
3	18	3	646	20	2	6	20
5	18	3	647	20	2	15	20
8	18	3	648	40	4	6	22
9	18	3	648	40	4	6	22
12	18	3	649	40	4	8	22
13	18	3	649	40	4	8	22
15	18	3	650	20	2	18	20
17	18	3	651	20	2	7	20
19	18	3	652	20	2	7	20
0	19	3	653	40	4	11	22
1	19	3	653	40	4	11	22
2	19	3	654	20	2	18	20
5	19	3	655	40	4	17	22
6	19	3	655	40	4	17	22
8	19	3	656	20	2	19	20
11	19	3	657	40	4	2	22
12	19	3	657	40	4	2	22
15	19	3	658	40	4	9	22
16	19	3	658	40	4	9	22
19	19	3	659	40	4	11	22
20	19	3	659	40	4	11	22
0	20	3	660	40	4	6	22
1	20	3	660	40	4	6	22
4	20	3	661	40	4	14	22
5	20	3	661	40	4	14	22
7	20	3	662	20	2	6	20
10	20	3	663	40	4	14	22
11	20	3	663	40	4	14	22
14	20	3	664	40	4	19	22
15	20	3	664	40	4	19	22
18	20	3	665	40	4	18	22
19	20	3	665	40	4	18	22
21	20	3	666	20	2	5	20
2	21	3	667	40	4	1	22
3	21	3	667	40	4	1	22
4	21	3	668	20	2	5	20
7	21	3	669	40	4	10	22
8	21	3	669	40	4	10	22
10	21	3	670	20	2	14	20
12	21	3	671	20	2	10	20
15	21	3	672	40	4	13	22
16	21	3	672	40	4	13	22
19	21	3	673	40	4	15	22
20	21	3	673	40	4	15	22
22	21	3	674	20	2	17	20
1	0	4	675	20	2	16	20
4	0	4	676	40	4	12	22
5	0	4	676	40	4	12	22
7	0	4	677	20	2	15	20
9	0	4	678	20	2	17	20
12	0	4	679	40	4	3	22
13	0	4	679	40	4	3	22
15	0	4	680	20	2	16	20
18	0	4	681	40	4	17	22
19	0	4	681	40	4	17	22
21	0	4	682	20	2	13	20
2	1	4	683	40	4	0	22
3	1	4	683	40	4	0	22
6	1	4	684	40	4	10	22
7	1	4	684	40	4	10	22
10	1	4	685	40	4	13	22
11	1	4	685	40	4	13	22
12	1	4	686	20	2	12	20
14	1	4	687	20	2	5	20
17	1	4	688	40	4	16	22
18	1	4	688	40	4	16	22
21	1	4	689	40	4	10	22
22	1	4	689	40	4	10	22
2	2	4	690	40	4	13	22
3	2	4	690	40	4	13	22
6	2	4	691	40	4	4	22
7	2	4	691	40	4	4	22
9	2	4	692	20	2	17	20
12	2	4	693	40	4	21	22
13	2	4	693	40	4	21	22
16	2	4	694	40	4	15	22
17	2	4	694	40	4	15	22
20	2	4	695	40	4	17	22
21	2	4	695	40	4	17	22
0	3	4	696	20	2	11	20
2	3	4	697	20	2	2	20
5	3	4	698	40	4	11	22
6	3	4	698	40	4	11	22
8	3	4	699	20	2	6	20
11	3	4	700	40	4	8	22
12	3	4	700	40	4	8	22
14	3	4	701	20	2	17	20
16	3	4	702	20	2	11	20
18	3	4	703	20	2	0	20
21	3	4	704	40	4	20	22
22	3	4	704	40	4	20	22
2	4	4	705	40	4	4	22
3	4	4	705	40	4	4	22
5	4	4	706	20	2	18	20
7	4	4	707	20	2	17	20
9	4	4	708	20	2	18	20
11	4	4	709	20	2	19	20
13	4	4	710	20	2	2	20
16	4	4	711	40	4	10	22
17	4	4	711	40	4	10	22
20	4	4	712	40	4	17	22
21	4	4	712	40	4	17	22
2	5	4	713	40	4	20	22
3	5	4	713	40	4	20	22
6	5	4	714	40	4	16	22
7	5	4	714	40	4	16	22
10	5	4	715	40	4	20	22
11	5	4	715	40	4	20	22
12	5	4	716	20	2	5	20
15	5	4	717	40	4	7	22
16	5	4	717	40	4	7	22
19	5	4	718	40	4	14	22
20	5	4	718	40	4	14	22
0	6	4	719	40	4	3	22
1	6	4	719	40	4	3	22
3	6	4	720	20	2	10	20
5	6	4	721	20	2	15	20
8	6	4	722	40	4	1	22
9	6	4	722	40	4	1	22
11	6	4	723	20	2	4	20
13	6	4	724	20	2	14	20
15	6	4	725	20	2	9	20
17	6	4	726	20	2	9	20
20	6	4	727	40	4	6	22
21	6	4	727	40	4	6	22
2	7	4	728	40	4	15	22
3	7	4	728	40	4	15	22
4	7	4	729	20	2	15	20
6	7	4	730	20	2	4	20
8	7	4	731	20	2	7	20
11	7	4	732	40	4	4	22
12	7	4	732	40	4	4	22
15	7	4	733	40	4	17	22
16	7	4	733	40	4	17	22
18	7	4	734	20	2	9	20
21	7	4	735	40	4	0	22
22	7	4	735	40	4	0	22
1	8	4	736	20	2	15	20
3	8	4	737	20	2	12	20
6	8	4	738	40	4	7	22
7	8	4	738	40	4	7	22
10	8	4	739	40	4	13	22
11	8	4	739	40	4	13	22
13	8	4	740	20	2	13	20
16	8	4	741	40	4	20	22
17	8	4	741	40	4	20	22
20	8	4	742	40	4	19	22
21	8	4	742	40	4	19	22
2	9	4	743	40	4	8	22
3	9	4	743	40	4	8	22
6	9	4	744	40	4	0	22
7	9	4	744	40	4	0	22
8	9	4	745	20	2	14	20
10	9	4	746	20	2	14	20
12	9	4	747	20	2	17	20
15	9	4	748	40	4	13	22
16	9	4	748	40	4	13	22
18	9	4	749	20	2	0	20
21	9	4	750	40	4	6	22
22	9	4	750	40	4	6	22
1	10	4	751	20	2	19	20
4	10	4	752	40	4	11	22
5	10	4	752	40	4	11	22
7	10	4	753	20	2	18	20
10	10	4	754	40	4	7	22
11	10	4	754	40	4	7	22
13	10	4	755	20	2	10	20
16	10	4	756	40	4	3	22
17	10	4	756	40	4	3	22
19	10	4	757	20	2	7	20
21	10	4	758	20	2	14	20
0	11	4	759	20	2	9	20
3	11	4	760	40	4	20	22
4	11	4	760	40	4	20	22
7	11	4	761	40	4	4	22
8	11	4	761	40	4	4	22
10	11	4	762	20	2	16	20
13	11	4	763	40	4	19	22
14	11	4	763	40	4	19	22
16	11	4	764	20	2	17	20
19	11	4	765	40	4	10	22
20	11	4	765	40	4	10	22
22	11	4	766	20	2	16	20
1	12	4	767	20	2	0	20
3	12	4	768	20	2	19	20
5	12	4	769	20	2	10	20
8	12	4	770	40	4	0	22
9	12	4	770	40	4	0	22
11	12	4	771	20	2	6	20
14	12	4	772	40	4	22	22
15	12	4	772	40	4	22	22
17	12	4	773	20	2	19	20
19	12	4	774	20	2	14	20
0	13	4	775	40	4	14	22
1	13	4	775	40	4	14	22
4	13	4	776	40	4	21	22
5	13	4	776	40	4	21	22
6	13	4	777	20	2	17	20
8	13	4	778	20	2	18	20
11	13	4	779	40	4	18	22
12	13	4	779	40	4	18	22
15	13	4	780	40	4	4	22
16	13	4	780	40	4	4	22
19	13	4	781	40	4	9	22
20	13	4	781	40	4	9	22
0	14	4	782	40	4	1	22
1	14	4	782	40	4	1	22
4	14	4	783	40	4	9	22
5	14	4	783	40	4	9	22
8	14	4	784	40	4	15	22
9	14	4	784	40	4	15	22
11	14	4	785	20	2	2	20
13	14	4	786	20	2	1	20
15	14	4	787	20	2	4	20
18	14	4	788	40	4	19	22
19	14	4	788	40	4	19	22
0	15	4	789	40	4	16	22
1	15	4	789	40	4	16	22
2	15	4	790	20	2	11	20
5	15	4	791	40	4	5	22
6	15	4	791	40	4	5	22
8	15	4	792	20	2	11	20
11	15	4	793	40	4	4	22
12	15	4	793	40	4	4	22
14	15	4	794	20	2	8	20
16	15	4	795	20	2	19	20
19	15	4	796	40	4	22	22
20	15	4	796	40	4	22	22
0	16	4	797	40	4	6	22
1	16	4	797	40	4	6	22
4	16	4	798	40	4	5	22
5	16	4	798	40	4	5	22
8	16	4	799	40	4	3	22
9	16	4	799	40	4	3	22
11	16	4	800	20	2	12	20
14	16	4	801	40	4	4	22
15	16	4	801	40	4	4	22
17	16	4	802	20	2	16	20
19	16	4	803	20	2	19	20
0	17	4	804	40	4	19	22
1	17	4	804	40	4	19	22
2	17	4	805	20	2	9	20
4	17	4	806	20	2	18	20
6	17	4	807	20	2	20	20
8	17	4	808	20	2	0	20
10	17	4	809	20	2	20	20
12	17	4	810	20	2	12	20
14	17	4	811	20	2	9	20
17	17	4	812	40	4	1	22
18	17	4	812	40	4	1	22
21	17	4	813	40	4	19	22
22	17	4	813	40	4	19	22
1	18	4	814	20	2	16	20
4	18	4	815	40	4	11	22
5	18	4	815	40	4	11	22
8	18	4	816	40	4	6	22
9	18	4	816	40	4	6	22
11	18	4	817	20	2	5	20
13	18	4	818	20	2	0	20
16	18	4	819	40	4	18	22
17	18	4	819	40	4	18	22
19	18	4	820	20	2	2	20
0	19	4	821	40	4	8	22
1	19	4	821	40	4	8	22
4	19	4	822	40	4	8	22
5	19	4	822	40	4	8	22
8	19	4	823	40	4	10	22
9	19	4	823	40	4	10	22
12	19	4	824	40	4	11	22
13	19	4	824	40	4	11	22
14	19	4	825	20	2	7	20
17	19	4	826	40	4	4	22
18	19	4	826	40	4	4	22
20	19	4	827	20	2	11	20
0	20	4	828	40	4	8	22
1	20	4	828	40	4	8	22
4	20	4	829	40	4	0	22
5	20	4	829	40	4	0	22
7	20	4	830	20	2	4	20
9	20	4	831	20	2	5	20
11	20	4	832	20	2	5	20
13	20	4	833	20	2	2	20
16	20	4	834	40	4	10	22
17	20	4	834	40	4	10	22
20	20	4	835	40	4	1	22
21	20	4	835	40	4	1	22
0	21	4	836	20	2	8	20
2	21	4	837	20	2	13	20
5	21	4	838	40	4	3	22
6	21	4	838	40	4	3	22
8	21	4	839	20	2	5	20
11	21	4	840	40	4	10	22
12	21	4	840	40	4	10	22
15	21	4	841	40	4	19	22
16	21	4	841	40	4	19	22
19	21	4	842	40	4	8	22
20	21	4	842	40	4	8	22
22	21	4	843	20	2	1	20
2	0	5	844	40	4	6	22
3	0	5	844	40	4	6	22
6	0	5	845	40	4	13	22
7	0	5	845	40	4	13	22
9	0	5	846	20	2	0	20
12	0	5	847	40	4	13	22
13	0	5	847	40	4	13	22
15	0	5	848	20	2	0	20
18	0	5	849	40	4	10	22
19	0	5	849	40	4	10	22
21	0	5	850	20	2	11	20
0	1	5	851	20	2	18	20
2	1	5	852	20	2	19	20
5	1	5	853	40	4	3	22
6	1	5	853	40	4	3	22
9	1	5	854	40	4	6	22
10	1	5	854	40	4	6	22
12	1	5	855	20	2	5	20
15	1	5	856	40	4	15	22
16	1	5	856	40	4	15	22
18	1	5	857	20	2	17	20
21	1	5	858	40	4	14	22
22	1	5	858	40	4	14	22
2	2	5	859	40	4	2	22
3	2	5	859	40	4	2	22
6	2	5	860	40	4	3	22
7	2	5	860	40	4	3	22
10	2	5	861	40	4	17	22
11	2	5	861	40	4	17	22
13	2	5	862	20	2	11	20
15	2	5	863	20	2	20	20
18	2	5	864	40	4	21	22
19	2	5	864	40	4	21	22
21	2	5	865	20	2	14	20
0	3	5	866	20	2	3	20
3	3	5	867	40	4	19	22
4	3	5	867	40	4	19	22
7	3	5	868	40	4	10	22
8	3	5	868	40	4	10	22
10	3	5	869	20	2	8	20
13	3	5	870	40	4	22	22
14	3	5	870	40	4	22	22
17	3	5	871	40	4	18	22
18	3	5	871	40	4	18	22
21	3	5	872	40	4	6	22
22	3	5	872	40	4	6	22
2	4	5	873	40	4	7	22
3	4	5	873	40	4	7	22
5	4	5	874	20	2	11	20
7	4	5	875	20	2	2	20
9	4	5	876	20	2	4	20
11	4	5	877	20	2	3	20
14	4	5	878	40	4	1	22
15	4	5	878	40	4	1	22
17	4	5	879	20	2	12	20
20	4	5	880	40	4	13	22
21	4	5	880	40	4	13	22
2	5	5	881	40	4	13	22
3	5	5	881	40	4	13	22
6	5	5	882	40	4	2	22
7	5	5	882	40	4	2	22
8	5	5	883	20	2	13	20
10	5	5	884	20	2	10	20
12	5	5	885	20	2	20	20
15	5	5	886	40	4	15	22
16	5	5	886	40	4	15	22
18	5	5	887	20	2	10	20
20	5	5	888	20	2	17	20
22	5	5	889	20	2	1	20
2	6	5	890	40	4	3	22
3	6	5	890	40	4	3	22
6	6	5	891	40	4	9	22
7	6	5	891	40	4	9	22
10	6	5	892	40	4	3	22
11	6	5	892	40	4	3	22
13	6	5	893	20	2	20	20
16	6	5	894	40	4	16	22
17	6	5	894	40	4	16	22
19	6	5	895	20	2	15	20
21	6	5	896	20	2	13	20
0	7	5	897	20	2	6	20
2	7	5	898	20	2	6	20
4	7	5	899	20	2	8	20
6	7	5	900	20	2	18	20
8	7	5	901	20	2	17	20
11	7	5	902	40	4	0	22
12	7	5	902	40	4	0	22
15	7	5	903	40	4	5	22
16	7	5	903	40	4	5	22
18	7	5	904	20	2	14	20
20	7	5	905	20	2	3	20
0	8	5	906	40	4	10	22
1	8	5	906	40	4	10	22
3	8	5	907	20	2	17	20
6	8	5	908	40	4	22	22
7	8	5	908	40	4	22	22
10	8	5	909	40	4	5	22
11	8	5	909	40	4	5	22
14	8	5	910	40	4	8	22
15	8	5	910	40	4	8	22
18	8	5	911	40	4	2	22
19	8	5	911	40	4	2	22
0	9	5	912	40	4	2	22
1	9	5	912	40	4	2	22
2	9	5	913	20	2	3	20
5	9	5	914	40	4	13	22
6	9	5	914	40	4	13	22
9	9	5	915	40	4	17	22
10	9	5	915	40	4	17	22
12	9	5	916	20	2	8	20
14	9	5	917	20	2	14	20
17	9	5	918	40	4	10	22
18	9	5	918	40	4	10	22
20	9	5	919	20	2	11	20
22	9	5	920	20	2	3	20
1	10	5	921	20	2	13	20
3	10	5	922	20	2	17	20
5	10	5	923	20	2	11	20
8	10	5	924	40	4	20	22
9	10	5	924	40	4	20	22
12	10	5	925	40	4	6	22
13	10	5	925	40	4	6	22
15	10	5	926	20	2	17	20
18	10	5	927	40	4	0	22
19	10	5	927	40	4	0	22
0	11	5	928	40	4	6	22
1	11	5	928	40	4	6	22
4	11	5	929	40	4	20	22
5	11	5	929	40	4	20	22
8	11	5	930	40	4	13	22
9	11	5	930	40	4	13	22
10	11	5	931	20	2	18	20
13	11	5	932	40	4	18	22
14	11	5	932	40	4	18	22
17	11	5	933	40	4	22	22
18	11	5	933	40	4	22	22
21	11	5	934	40	4	10	22
22	11	5	934	40	4	10	22
1	12	5	935	20	2	5	20
3	12	5	936	20	2	6	20
6	12	5	937	40	4	17	22
7	12	5	937	40	4	17	22
9	12	5	938	20	2	7	20
12	12	5	939	40	4	9	22
13	12	5	939	40	4	9	22
16	12	5	940	40	4	6	22
17	12	5	940	40	4	6	22
19	12	5	941	20	2	17	20
0	13	5	942	40	4	8	22
1	13	5	942	40	4	8	22
4	13	5	943	40	4	17	22
5	13	5	943	40	4	17	22
6	13	5	944	20	2	3	20
8	13	5	945	20	2	6	20
10	13	5	946	20	2	15	20
13	13	5	947	40	4	17	22
14	13	5	947	40	4	17	22
17	13	5	948	40	4	2	22
18	13	5	948	40	4	2	22
20	13	5	949	20	2	7	20
0	14	5	950	40	4	15	22
1	14	5	950	40	4	15	22
3	14	5	951	20	2	11	20
5	14	5	952	20	2	5	20
7	14	5	953	20	2	18	20
9	14	5	954	20	2	16	20
11	14	5	955	20	2	12	20
13	14	5	956	20	2	15	20
16	14	5	957	40	4	14	22
17	14	5	957	40	4	14	22
20	14	5	958	40	4	3	22
21	14	5	958	40	4	3	22
0	15	5	959	20	2	7	20
2	15	5	960	20	2	11	20
4	15	5	961	20	2	11	20
6	15	5	962	20	2	6	20
8	15	5	963	20	2	5	20
11	15	5	964	40	4	11	22
12	15	5	964	40	4	11	22
14	15	5	965	20	2	0	20
17	15	5	966	40	4	14	22
18	15	5	966	40	4	14	22
20	15	5	967	20	2	19	20
0	16	5	968	40	4	20	22
1	16	5	968	40	4	20	22
4	16	5	969	40	4	9	22
5	16	5	969	40	4	9	22
7	16	5	970	20	2	11	20
9	16	5	971	20	2	9	20
11	16	5	972	20	2	2	20
13	16	5	973	20	2	16	20
15	16	5	974	20	2	7	20
18	16	5	975	40	4	19	22
19	16	5	975	40	4	19	22
21	16	5	976	20	2	9	20
2	17	5	977	40	4	16	22
3	17	5	977	40	4	16	22
4	17	5	978	20	2	2	20
7	17	5	979	40	4	22	22
8	17	5	979	40	4	22	22
11	17	5	980	40	4	22	22
12	17	5	980	40	4	22	22
14	17	5	981	20	2	17	20
16	17	5	982	20	2	15	20
18	17	5	983	20	2	13	20
21	17	5	984	40	4	1	22
22	17	5	984	40	4	1	22
1	18	5	985	20	2	8	20
3	18	5	986	20	2	5	20
6	18	5	987	40	4	4	22
7	18	5	987	40	4	4	22
9	18	5	988	20	2	3	20
11	18	5	989	20	2	14	20
13	18	5	990	20	2	2	20
16	18	5	991	40	4	4	22
17	18	5	991	40	4	4	22
19	18	5	992	20	2	11	20
0	19	5	993	40	4	18	22
1	19	5	993	40	4	18	22
4	19	5	994	40	4	9	22
5	19	5	994	40	4	9	22
8	19	5	995	40	4	5	22
9	19	5	995	40	4	5	22
12	19	5	996	40	4	16	22
13	19	5	996	40	4	16	22
14	19	5	997	20	2	18	20
16	19	5	998	20	2	18	20
18	19	5	999	20	2	2	20
20	19	5	1000	20	2	8	20
22	19	5	1001	20	2	19	20
2	20	5	1002	40	4	4	22
3	20	5	1002	40	4	4	22
6	20	5	1003	40	4	19	22
7	20	5	1003	40	4	19	22
10	20	5	1004	40	4	1	22
11	20	5	1004	40	4	1	22
14	20	5	1005	40	4	17	22
15	20	5	1005	40	4	17	22
17	20	5	1006	20	2	16	20
20	20	5	1007	40	4	11	22
21	20	5	1007	40	4	11	22
0	21	5	1008	20	2	20	20
3	21	5	1009	40	4	7	22
4	21	5	1009	40	4	7	22
6	21	5	1010	20	2	8	20
8	21	5	1011	20	2	17	20
10	21	5	1012	20	2	2	20
13	21	5	1013	40	4	6	22
14	21	5	1013	40	4	6	22
16	21	5	1014	20	2	17	20
18	21	5	1015	20	2	12	20
20	21	5	1016	20	2	8	20
0	0	6	1017	40	4	7	22
1	0	6	1017	40	4	7	22
4	0	6	1018	40	4	12	22
5	0	6	1018	40	4	12	22
7	0	6	1019	20	2	15	20
10	0	6	1020	40	4	5	22
11	0	6	1020	40	4	5	22
14	0	6	1021	40	4	10	22
15	0	6	1021	40	4	10	22
17	0	6	1022	20	2	18	20
19	0	6	1023	20	2	19	20
0	1	6	1024	40	4	7	22
1	1	6	1024	40	4	7	22
4	1	6	1025	40	4	16	22
5	1	6	1025	40	4	16	22
8	1	6	1026	40	4	21	22
9	1	6	1026	40	4	21	22
10	1	6	1027	20	2	13	20
12	1	6	1028	20	2	14	20
14	1	6	1029	20	2	5	20
16	1	6	1030	20	2	17	20
18	1	6	1031	20	2	13	20
21	1	6	1032	40	4	15	22
22	1	6	1032	40	4	15	22
1	2	6	1033	20	2	6	20
4	2	6	1034	40	4	16	22
5	2	6	1034	40	4	16	22
8	2	6	1035	40	4	13	22
9	2	6	1035	40	4	13	22
12	2	6	1036	40	4	8	22
13	2	6	1036	40	4	8	22
15	2	6	1037	20	2	7	20
17	2	6	1038	20	2	12	20
20	2	6	1039	40	4	0	22
21	2	6	1039	40	4	0	22
0	3	6	1040	20	2	17	20
2	3	6	1041	20	2	11	20
5	3	6	1042	40	4	4	22
6	3	6	1042	40	4	4	22
8	3	6	1043	20	2	13	20
11	3	6	1044	40	4	2	22
12	3	6	1044	40	4	2	22
14	3	6	1045	20	2	6	20
16	3	6	1046	20	2	16	20
19	3	6	1047	40	4	17	22
20	3	6	1047	40	4	17	22
22	3	6	1048	20	2	3	20
1	4	6	1049	20	2	17	20
3	4	6	1050	20	2	6	20
6	4	6	1051	40	4	16	22
7	4	6	1051	40	4	16	22
9	4	6	1052	20	2	18	20
11	4	6	1053	20	2	6	20
14	4	6	1054	40	4	8	22
15	4	6	1054	40	4	8	22
18	4	6	1055	40	4	14	22
19	4	6	1055	40	4	14	22
21	4	6	1056	20	2	20	20
0	5	6	1057	20	2	5	20
2	5	6	1058	20	2	8	20
5	5	6	1059	40	4	3	22
6	5	6	1059	40	4	3	22
8	5	6	1060	20	2	12	20
10	5	6	1061	20	2	11	20
12	5	6	1062	20	2	9	20
15	5	6	1063	40	4	15	22
16	5	6	1063	40	4	15	22
19	5	6	1064	40	4	8	22
20	5	6	1064	40	4	8	22
0	6	6	1065	40	4	2	22
1	6	6	1065	40	4	2	22
4	6	6	1066	40	4	15	22
5	6	6	1066	40	4	15	22
7	6	6	1067	20	2	19	20
10	6	6	1068	40	4	21	22
11	6	6	1068	40	4	21	22
14	6	6	1069	40	4	1	22
15	6	6	1069	40	4	1	22
17	6	6	1070	20	2	17	20
19	6	6	1071	20	2	7	20
0	7	6	1072	40	4	2	22
1	7	6	1072	40	4	2	22
4	7	6	1073	40	4	10	22
5	7	6	1073	40	4	10	22
6	7	6	1074	20	2	3	20
9	7	6	1075	40	4	8	22
10	7	6	1075	40	4	8	22
13	7	6	1076	40	4	1	22
14	7	6	1076	40	4	1	22
16	7	6	1077	20	2	12	20
19	7	6	1078	40	4	0	22
20	7	6	1078	40	4	0	22
22	7	6	1079	20	2	19	20
2	8	6	1080	40	4	18	22
3	8	6	1080	40	4	18	22
5	8	6	1081	20	2	12	20
7	8	6	1082	20	2	20	20
10	8	6	1083	40	4	14	22
11	8	6	1083	40	4	14	22
13	8	6	1084	20	2	8	20
15	8	6	1085	20	2	3	20
17	8	6	1086	20	2	7	20
20	8	6	1087	40	4	20	22
21	8	6	1087	40	4	20	22
0	9	6	1088	20	2	19	20
3	9	6	1089	40	4	6	22
4	9	6	1089	40	4	6	22
6	9	6	1090	20	2	7	20
9	9	6	1091	40	4	20	22
10	9	6	1091	40	4	20	22
13	9	6	1092	40	4	11	22
14	9	6	1092	40	4	11	22
16	9	6	1093	20	2	11	20
19	9	6	1094	40	4	1	22
20	9	6	1094	40	4	1	22
22	9	6	1095	20	2	4	20
1	10	6	1096	20	2	4	20
3	10	6	1097	20	2	13	20
6	10	6	1098	40	4	16	22
7	10	6	1098	40	4	16	22
10	10	6	1099	40	4	11	22
11	10	6	1099	40	4	11	22
13	10	6	1100	20	2	1	20
15	10	6	1101	20	2	0	20
18	10	6	1102	40	4	1	22
19	10	6	1102	40	4	1	22
21	10	6	1103	20	2	7	20
2	11	6	1104	40	4	21	22
3	11	6	1104	40	4	21	22
6	11	6	1105	40	4	2	22
7	11	6	1105	40	4	2	22
8	11	6	1106	20	2	8	20
10	11	6	1107	20	2	2	20
12	11	6	1108	20	2	11	20
14	11	6	1109	20	2	15	20
16	11	6	1110	20	2	9	20
19	11	6	1111	40	4	2	22
20	11	6	1111	40	4	2	22
0	12	6	1112	40	4	3	22
1	12	6	1112	40	4	3	22
3	12	6	1113	20	2	12	20
5	12	6	1114	20	2	16	20
8	12	6	1115	40	4	19	22
9	12	6	1115	40	4	19	22
11	12	6	1116	20	2	7	20
13	12	6	1117	20	2	1	20
16	12	6	1118	40	4	1	22
17	12	6	1118	40	4	1	22
19	12	6	1119	20	2	2	20
21	12	6	1120	20	2	8	20
0	13	6	1121	20	2	9	20
3	13	6	1122	40	4	6	22
4	13	6	1122	40	4	6	22
6	13	6	1123	20	2	12	20
8	13	6	1124	20	2	9	20
10	13	6	1125	20	2	10	20
12	13	6	1126	20	2	12	20
15	13	6	1127	40	4	16	22
16	13	6	1127	40	4	16	22
18	13	6	1128	20	2	2	20
21	13	6	1129	40	4	17	22
22	13	6	1129	40	4	17	22
2	14	6	1130	40	4	22	22
3	14	6	1130	40	4	22	22
6	14	6	1131	40	4	10	22
7	14	6	1131	40	4	10	22
10	14	6	1132	40	4	17	22
11	14	6	1132	40	4	17	22
13	14	6	1133	20	2	12	20
16	14	6	1134	40	4	16	22
17	14	6	1134	40	4	16	22
19	14	6	1135	20	2	11	20
21	14	6	1136	20	2	12	20
0	15	6	1137	20	2	5	20
2	15	6	1138	20	2	6	20
4	15	6	1139	20	2	15	20
7	15	6	1140	40	4	6	22
8	15	6	1140	40	4	6	22
11	15	6	1141	40	4	0	22
12	15	6	1141	40	4	0	22
15	15	6	1142	40	4	5	22
16	15	6	1142	40	4	5	22
19	15	6	1143	40	4	16	22
20	15	6	1143	40	4	16	22
22	15	6	1144	20	2	0	20
2	16	6	1145	40	4	12	22
3	16	6	1145	40	4	12	22
6	16	6	1146	40	4	14	22
7	16	6	1146	40	4	14	22
10	16	6	1147	40	4	12	22
11	16	6	1147	40	4	12	22
13	16	6	1148	20	2	2	20
15	16	6	1149	20	2	4	20
18	16	6	1150	40	4	4	22
19	16	6	1150	40	4	4	22
21	16	6	1151	20	2	7	20
0	17	6	1152	20	2	1	20
2	17	6	1153	20	2	11	20
5	17	6	1154	40	4	14	22
6	17	6	1154	40	4	14	22
9	17	6	1155	40	4	19	22
10	17	6	1155	40	4	19	22
12	17	6	1156	20	2	8	20
15	17	6	1157	40	4	3	22
16	17	6	1157	40	4	3	22
19	17	6	1158	40	4	12	22
20	17	6	1158	40	4	12	22
22	17	6	1159	20	2	12	20
1	18	6	1160	20	2	13	20
