23	22	18
y	x	z	ContainerCode	Container Length	Weight	Cargo	Cargo Capacity
17	10	4	1526	40	4	0	22
18	10	4	1526	40	4	0	22
19	10	4	1527	40	4	0	22
20	10	4	1527	40	4	0	22
21	10	4	1528	20	2	6	20
22	10	4	1529	20	2	11	20
0	11	4	1530	20	2	11	20
1	11	4	1531	40	4	14	22
2	11	4	1531	40	4	14	22
3	11	4	1532	40	4	17	22
4	11	4	1532	40	4	17	22
5	11	4	1533	20	2	0	20
6	11	4	1534	20	2	13	20
7	11	4	1535	40	4	14	22
8	11	4	1535	40	4	14	22
9	11	4	1536	40	4	8	22
10	11	4	1536	40	4	8	22
11	11	4	1537	40	4	17	22
12	11	4	1537	40	4	17	22
13	11	4	1538	40	4	5	22
14	11	4	1538	40	4	5	22
15	11	4	1539	20	2	13	20
16	11	4	1540	20	2	13	20
17	11	4	1541	40	4	6	22
18	11	4	1541	40	4	6	22
19	11	4	1542	40	4	18	22
20	11	4	1542	40	4	18	22
21	11	4	1543	40	4	22	22
22	11	4	1543	40	4	22	22
0	12	4	1544	40	4	16	22
1	12	4	1544	40	4	16	22
2	12	4	1545	40	4	15	22
3	12	4	1545	40	4	15	22
4	12	4	1546	20	2	8	20
5	12	4	1547	20	2	14	20
6	12	4	1548	40	4	10	22
7	12	4	1548	40	4	10	22
8	12	4	1549	40	4	16	22
9	12	4	1549	40	4	16	22
10	12	4	1550	20	2	7	20
11	12	4	1551	40	4	14	22
12	12	4	1551	40	4	14	22
13	12	4	1552	20	2	18	20
14	12	4	1553	20	2	7	20
15	12	4	1554	40	4	3	22
16	12	4	1554	40	4	3	22
17	12	4	1555	40	4	1	22
18	12	4	1555	40	4	1	22
19	12	4	1556	20	2	19	20
20	12	4	1557	20	2	3	20
21	12	4	1558	40	4	7	22
22	12	4	1558	40	4	7	22
0	13	4	1559	40	4	6	22
1	13	4	1559	40	4	6	22
2	13	4	1560	40	4	18	22
3	13	4	1560	40	4	18	22
4	13	4	1561	20	2	13	20
5	13	4	1562	20	2	14	20
6	13	4	1563	20	2	13	20
7	13	4	1564	40	4	14	22
8	13	4	1564	40	4	14	22
9	13	4	1565	40	4	13	22
10	13	4	1565	40	4	13	22
11	13	4	1566	40	4	17	22
12	13	4	1566	40	4	17	22
13	13	4	1567	20	2	14	20
14	13	4	1568	20	2	9	20
15	13	4	1569	20	2	15	20
16	13	4	1570	20	2	6	20
17	13	4	1571	20	2	15	20
18	13	4	1572	20	2	19	20
19	13	4	1573	40	4	12	22
20	13	4	1573	40	4	12	22
21	13	4	1574	40	4	20	22
22	13	4	1574	40	4	20	22
0	14	4	1575	40	4	10	22
1	14	4	1575	40	4	10	22
2	14	4	1576	40	4	11	22
3	14	4	1576	40	4	11	22
4	14	4	1577	20	2	2	20
5	14	4	1578	20	2	7	20
6	14	4	1579	40	4	8	22
7	14	4	1579	40	4	8	22
8	14	4	1580	40	4	19	22
9	14	4	1580	40	4	19	22
10	14	4	1581	20	2	0	20
11	14	4	1582	20	2	3	20
12	14	4	1583	40	4	18	22
13	14	4	1583	40	4	18	22
14	14	4	1584	20	2	15	20
15	14	4	1585	20	2	16	20
16	14	4	1586	40	4	20	22
17	14	4	1586	40	4	20	22
18	14	4	1587	20	2	18	20
19	14	4	1588	20	2	9	20
20	14	4	1589	20	2	14	20
21	14	4	1590	40	4	5	22
22	14	4	1590	40	4	5	22
0	15	4	1591	40	4	7	22
1	15	4	1591	40	4	7	22
2	15	4	1592	20	2	19	20
3	15	4	1593	40	4	22	22
4	15	4	1593	40	4	22	22
5	15	4	1594	20	2	4	20
6	15	4	1595	20	2	20	20
7	15	4	1596	20	2	3	20
8	15	4	1597	40	4	4	22
9	15	4	1597	40	4	4	22
10	15	4	1598	40	4	12	22
11	15	4	1598	40	4	12	22
12	15	4	1599	40	4	18	22
13	15	4	1599	40	4	18	22
14	15	4	1600	40	4	10	22
15	15	4	1600	40	4	10	22
16	15	4	1601	40	4	18	22
17	15	4	1601	40	4	18	22
18	15	4	1602	20	2	6	20
19	15	4	1603	20	2	10	20
20	15	4	1604	40	4	11	22
21	15	4	1604	40	4	11	22
22	15	4	1605	20	2	18	20
0	16	4	1606	20	2	16	20
1	16	4	1607	40	4	4	22
2	16	4	1607	40	4	4	22
3	16	4	1608	40	4	13	22
4	16	4	1608	40	4	13	22
5	16	4	1609	20	2	6	20
6	16	4	1610	20	2	0	20
7	16	4	1611	40	4	21	22
8	16	4	1611	40	4	21	22
9	16	4	1612	40	4	16	22
10	16	4	1612	40	4	16	22
11	16	4	1613	40	4	2	22
12	16	4	1613	40	4	2	22
13	16	4	1614	40	4	7	22
14	16	4	1614	40	4	7	22
15	16	4	1615	40	4	13	22
16	16	4	1615	40	4	13	22
17	16	4	1616	20	2	16	20
18	16	4	1617	20	2	4	20
19	16	4	1618	40	4	11	22
20	16	4	1618	40	4	11	22
21	16	4	1619	20	2	7	20
22	16	4	1621	20	2	20	20
0	17	4	1620	40	4	2	22
1	17	4	1620	40	4	2	22
2	17	4	1622	40	4	11	22
3	17	4	1622	40	4	11	22
4	17	4	1623	40	4	4	22
5	17	4	1623	40	4	4	22
6	17	4	1624	20	2	0	20
7	17	4	1625	20	2	3	20
8	17	4	1626	20	2	19	20
9	17	4	1627	20	2	6	20
10	17	4	1628	40	4	20	22
11	17	4	1628	40	4	20	22
12	17	4	1629	20	2	19	20
13	17	4	1630	20	2	18	20
14	17	4	1631	20	2	17	20
15	17	4	1632	20	2	12	20
16	17	4	1633	20	2	17	20
17	17	4	1634	20	2	14	20
18	17	4	1635	20	2	6	20
19	17	4	1636	20	2	11	20
20	17	4	1637	20	2	5	20
21	17	4	1638	40	4	7	22
22	17	4	1638	40	4	7	22
0	18	4	1639	20	2	15	20
1	18	4	1640	20	2	8	20
2	18	4	1641	40	4	22	22
3	18	4	1641	40	4	22	22
4	18	4	1642	40	4	3	22
5	18	4	1642	40	4	3	22
6	18	4	1643	20	2	10	20
7	18	4	1644	20	2	18	20
8	18	4	1645	20	2	19	20
9	18	4	1646	40	4	3	22
10	18	4	1646	40	4	3	22
11	18	4	1647	20	2	1	20
12	18	4	1648	40	4	3	22
13	18	4	1648	40	4	3	22
14	18	4	1649	40	4	15	22
15	18	4	1649	40	4	15	22
16	18	4	1650	40	4	22	22
17	18	4	1650	40	4	22	22
18	18	4	1651	40	4	0	22
19	18	4	1651	40	4	0	22
20	18	4	1652	20	2	5	20
21	18	4	1653	20	2	14	20
22	18	4	1657	20	2	8	20
0	19	4	1654	40	4	16	22
1	19	4	1654	40	4	16	22
2	19	4	1655	40	4	15	22
3	19	4	1655	40	4	15	22
4	19	4	1656	40	4	14	22
5	19	4	1656	40	4	14	22
6	19	4	1658	20	2	19	20
7	19	4	1659	20	2	9	20
8	19	4	1660	20	2	18	20
9	19	4	1661	40	4	6	22
10	19	4	1661	40	4	6	22
11	19	4	1662	40	4	11	22
12	19	4	1662	40	4	11	22
13	19	4	1663	20	2	5	20
14	19	4	1664	40	4	20	22
15	19	4	1664	40	4	20	22
16	19	4	1665	20	2	0	20
17	19	4	1666	20	2	2	20
18	19	4	1667	40	4	14	22
19	19	4	1667	40	4	14	22
20	19	4	1668	20	2	6	20
21	19	4	1669	20	2	17	20
22	19	4	1670	20	2	14	20
0	20	4	1671	20	2	14	20
1	20	4	1672	40	4	20	22
2	20	4	1672	40	4	20	22
3	20	4	1673	40	4	22	22
4	20	4	1673	40	4	22	22
5	20	4	1674	20	2	3	20
6	20	4	1675	40	4	21	22
7	20	4	1675	40	4	21	22
8	20	4	1676	20	2	19	20
9	20	4	1677	40	4	16	22
10	20	4	1677	40	4	16	22
11	20	4	1678	40	4	1	22
12	20	4	1678	40	4	1	22
13	20	4	1679	40	4	21	22
14	20	4	1679	40	4	21	22
15	20	4	1680	40	4	10	22
16	20	4	1680	40	4	10	22
17	20	4	1681	40	4	8	22
18	20	4	1681	40	4	8	22
19	20	4	1682	40	4	9	22
20	20	4	1682	40	4	9	22
21	20	4	1683	20	2	10	20
22	20	4	1686	20	2	13	20
0	21	4	1684	40	4	21	22
1	21	4	1684	40	4	21	22
2	21	4	1685	40	4	13	22
3	21	4	1685	40	4	13	22
4	21	4	1687	20	2	2	20
5	21	4	1688	20	2	7	20
6	21	4	1689	40	4	15	22
7	21	4	1689	40	4	15	22
8	21	4	1690	20	2	16	20
9	21	4	1691	40	4	21	22
10	21	4	1691	40	4	21	22
11	21	4	1692	20	2	14	20
12	21	4	1693	20	2	20	20
13	21	4	1694	20	2	8	20
14	21	4	1695	20	2	14	20
15	21	4	1696	20	2	9	20
16	21	4	1697	20	2	18	20
17	21	4	1698	40	4	2	22
18	21	4	1698	40	4	2	22
19	21	4	1699	40	4	4	22
20	21	4	1699	40	4	4	22
21	21	4	1700	20	2	9	20
22	21	4	1701	20	2	17	20
0	0	5	1702	40	4	22	22
1	0	5	1702	40	4	22	22
2	0	5	1703	40	4	7	22
3	0	5	1703	40	4	7	22
4	0	5	1704	40	4	22	22
5	0	5	1704	40	4	22	22
6	0	5	1705	20	2	4	20
7	0	5	1706	40	4	2	22
8	0	5	1706	40	4	2	22
9	0	5	1707	20	2	1	20
10	0	5	1708	20	2	6	20
11	0	5	1709	40	4	0	22
12	0	5	1709	40	4	0	22
13	0	5	1710	20	2	12	20
14	0	5	1711	40	4	5	22
15	0	5	1711	40	4	5	22
16	0	5	1712	20	2	5	20
17	0	5	1713	40	4	1	22
18	0	5	1713	40	4	1	22
19	0	5	1714	20	2	7	20
20	0	5	1715	40	4	6	22
21	0	5	1715	40	4	6	22
22	0	5	1716	20	2	8	20
0	1	5	1717	40	4	15	22
1	1	5	1717	40	4	15	22
2	1	5	1718	20	2	19	20
3	1	5	1719	20	2	11	20
4	1	5	1720	40	4	7	22
5	1	5	1720	40	4	7	22
6	1	5	1721	20	2	10	20
7	1	5	1722	20	2	7	20
8	1	5	1723	40	4	19	22
9	1	5	1723	40	4	19	22
10	1	5	1724	40	4	11	22
11	1	5	1724	40	4	11	22
12	1	5	1725	20	2	0	20
13	1	5	1726	40	4	18	22
14	1	5	1726	40	4	18	22
15	1	5	1727	40	4	9	22
16	1	5	1727	40	4	9	22
17	1	5	1728	40	4	10	22
18	1	5	1728	40	4	10	22
19	1	5	1729	40	4	14	22
20	1	5	1729	40	4	14	22
21	1	5	1730	20	2	2	20
22	1	5	1733	20	2	11	20
0	2	5	1731	40	4	4	22
1	2	5	1731	40	4	4	22
2	2	5	1732	40	4	16	22
3	2	5	1732	40	4	16	22
4	2	5	1734	40	4	21	22
5	2	5	1734	40	4	21	22
6	2	5	1735	40	4	10	22
7	2	5	1735	40	4	10	22
8	2	5	1736	20	2	9	20
9	2	5	1737	40	4	7	22
10	2	5	1737	40	4	7	22
11	2	5	1738	40	4	18	22
12	2	5	1738	40	4	18	22
13	2	5	1739	20	2	2	20
14	2	5	1740	40	4	12	22
15	2	5	1740	40	4	12	22
16	2	5	1741	20	2	12	20
17	2	5	1742	40	4	0	22
18	2	5	1742	40	4	0	22
19	2	5	1743	40	4	7	22
20	2	5	1743	40	4	7	22
21	2	5	1744	20	2	10	20
22	2	5	1745	20	2	5	20
0	3	5	1746	40	4	20	22
1	3	5	1746	40	4	20	22
2	3	5	1747	40	4	2	22
3	3	5	1747	40	4	2	22
4	3	5	1748	40	4	5	22
5	3	5	1748	40	4	5	22
6	3	5	1749	20	2	13	20
7	3	5	1750	40	4	10	22
8	3	5	1750	40	4	10	22
9	3	5	1751	40	4	6	22
10	3	5	1751	40	4	6	22
11	3	5	1752	20	2	19	20
12	3	5	1753	40	4	8	22
13	3	5	1753	40	4	8	22
14	3	5	1754	20	2	11	20
15	3	5	1755	20	2	3	20
16	3	5	1756	40	4	20	22
17	3	5	1756	40	4	20	22
18	3	5	1757	40	4	7	22
19	3	5	1757	40	4	7	22
20	3	5	1758	20	2	7	20
21	3	5	1759	40	4	19	22
22	3	5	1759	40	4	19	22
0	4	5	1760	20	2	20	20
1	4	5	1761	40	4	13	22
2	4	5	1761	40	4	13	22
3	4	5	1762	40	4	18	22
4	4	5	1762	40	4	18	22
5	4	5	1763	20	2	13	20
6	4	5	1764	40	4	0	22
7	4	5	1764	40	4	0	22
8	4	5	1765	40	4	4	22
9	4	5	1765	40	4	4	22
10	4	5	1766	40	4	18	22
11	4	5	1766	40	4	18	22
12	4	5	1767	20	2	0	20
13	4	5	1768	40	4	18	22
14	4	5	1768	40	4	18	22
15	4	5	1769	20	2	4	20
16	4	5	1770	40	4	12	22
17	4	5	1770	40	4	12	22
18	4	5	1771	40	4	0	22
19	4	5	1771	40	4	0	22
20	4	5	1772	40	4	6	22
21	4	5	1772	40	4	6	22
22	4	5	1773	20	2	11	20
0	5	5	1774	40	4	20	22
1	5	5	1774	40	4	20	22
2	5	5	1775	40	4	11	22
3	5	5	1775	40	4	11	22
4	5	5	1776	40	4	10	22
5	5	5	1776	40	4	10	22
6	5	5	1777	20	2	10	20
7	5	5	1778	20	2	10	20
8	5	5	1779	40	4	13	22
9	5	5	1779	40	4	13	22
10	5	5	1780	40	4	16	22
11	5	5	1780	40	4	16	22
12	5	5	1781	40	4	7	22
13	5	5	1781	40	4	7	22
14	5	5	1782	40	4	13	22
15	5	5	1782	40	4	13	22
16	5	5	1783	20	2	2	20
17	5	5	1784	40	4	11	22
18	5	5	1784	40	4	11	22
19	5	5	1785	40	4	7	22
20	5	5	1785	40	4	7	22
21	5	5	1786	20	2	20	20
22	5	5	1789	20	2	19	20
0	6	5	1787	40	4	17	22
1	6	5	1787	40	4	17	22
2	6	5	1788	40	4	6	22
3	6	5	1788	40	4	6	22
4	6	5	1790	20	2	18	20
5	6	5	1791	40	4	16	22
6	6	5	1791	40	4	16	22
7	6	5	1792	20	2	13	20
8	6	5	1793	40	4	17	22
9	6	5	1793	40	4	17	22
10	6	5	1794	40	4	2	22
11	6	5	1794	40	4	2	22
12	6	5	1795	40	4	19	22
13	6	5	1795	40	4	19	22
14	6	5	1796	20	2	19	20
15	6	5	1797	40	4	3	22
16	6	5	1797	40	4	3	22
17	6	5	1798	40	4	7	22
18	6	5	1798	40	4	7	22
19	6	5	1799	40	4	16	22
20	6	5	1799	40	4	16	22
21	6	5	1800	20	2	10	20
22	6	5	1801	20	2	16	20
0	7	5	1802	20	2	18	20
1	7	5	1803	20	2	2	20
2	7	5	1804	40	4	9	22
3	7	5	1804	40	4	9	22
4	7	5	1805	40	4	13	22
5	7	5	1805	40	4	13	22
6	7	5	1806	40	4	19	22
7	7	5	1806	40	4	19	22
8	7	5	1807	40	4	2	22
9	7	5	1807	40	4	2	22
10	7	5	1808	20	2	5	20
11	7	5	1809	40	4	14	22
12	7	5	1809	40	4	14	22
13	7	5	1810	20	2	0	20
14	7	5	1811	20	2	1	20
15	7	5	1812	40	4	6	22
16	7	5	1812	40	4	6	22
17	7	5	1813	20	2	6	20
18	7	5	1814	20	2	3	20
19	7	5	1815	40	4	17	22
20	7	5	1815	40	4	17	22
21	7	5	1816	20	2	11	20
22	7	5	1820	20	2	17	20
0	8	5	1817	40	4	19	22
1	8	5	1817	40	4	19	22
2	8	5	1818	40	4	16	22
3	8	5	1818	40	4	16	22
4	8	5	1819	40	4	12	22
5	8	5	1819	40	4	12	22
6	8	5	1821	20	2	20	20
7	8	5	1822	20	2	7	20
8	8	5	1823	20	2	17	20
9	8	5	1824	40	4	8	22
10	8	5	1824	40	4	8	22
11	8	5	1825	40	4	6	22
12	8	5	1825	40	4	6	22
13	8	5	1826	40	4	15	22
14	8	5	1826	40	4	15	22
15	8	5	1827	20	2	17	20
16	8	5	1828	40	4	18	22
17	8	5	1828	40	4	18	22
18	8	5	1829	40	4	18	22
19	8	5	1829	40	4	18	22
20	8	5	1830	40	4	5	22
21	8	5	1830	40	4	5	22
22	8	5	1836	20	2	13	20
0	9	5	1831	40	4	18	22
1	9	5	1831	40	4	18	22
2	9	5	1832	40	4	19	22
3	9	5	1832	40	4	19	22
4	9	5	1833	40	4	14	22
5	9	5	1833	40	4	14	22
6	9	5	1834	40	4	14	22
7	9	5	1834	40	4	14	22
8	9	5	1835	40	4	9	22
9	9	5	1835	40	4	9	22
10	9	5	1837	40	4	3	22
11	9	5	1837	40	4	3	22
12	9	5	1838	40	4	13	22
13	9	5	1838	40	4	13	22
14	9	5	1839	20	2	10	20
15	9	5	1840	40	4	22	22
16	9	5	1840	40	4	22	22
17	9	5	1841	40	4	17	22
18	9	5	1841	40	4	17	22
19	9	5	1842	20	2	17	20
20	9	5	1843	40	4	4	22
21	9	5	1843	40	4	4	22
22	9	5	1844	20	2	6	20
0	10	5	1845	20	2	18	20
1	10	5	1846	20	2	4	20
2	10	5	1847	20	2	8	20
3	10	5	1848	20	2	3	20
4	10	5	1849	40	4	15	22
5	10	5	1849	40	4	15	22
6	10	5	1850	20	2	9	20
7	10	5	1851	20	2	3	20
8	10	5	1852	20	2	6	20
9	10	5	1853	20	2	5	20
10	10	5	1854	20	2	18	20
11	10	5	1855	20	2	13	20
12	10	5	1856	20	2	15	20
13	10	5	1857	40	4	1	22
14	10	5	1857	40	4	1	22
15	10	5	1858	40	4	9	22
16	10	5	1858	40	4	9	22
17	10	5	1859	20	2	8	20
18	10	5	1860	40	4	4	22
19	10	5	1860	40	4	4	22
20	10	5	1861	20	2	6	20
21	10	5	1862	20	2	1	20
22	10	5	1863	20	2	11	20
0	11	5	1864	40	4	6	22
1	11	5	1864	40	4	6	22
2	11	5	1865	40	4	8	22
3	11	5	1865	40	4	8	22
4	11	5	1866	20	2	12	20
5	11	5	1867	20	2	20	20
6	11	5	1868	40	4	3	22
7	11	5	1868	40	4	3	22
8	11	5	1869	20	2	9	20
9	11	5	1870	20	2	14	20
10	11	5	1871	20	2	4	20
11	11	5	1872	20	2	0	20
12	11	5	1873	20	2	11	20
13	11	5	1874	20	2	15	20
14	11	5	1875	20	2	19	20
15	11	5	1876	40	4	12	22
16	11	5	1876	40	4	12	22
17	11	5	1877	40	4	9	22
18	11	5	1877	40	4	9	22
19	11	5	1878	20	2	13	20
20	11	5	1879	40	4	16	22
21	11	5	1879	40	4	16	22
22	11	5	1880	20	2	7	20
0	12	5	1881	20	2	20	20
1	12	5	1882	20	2	20	20
2	12	5	1883	40	4	0	22
3	12	5	1883	40	4	0	22
4	12	5	1884	40	4	7	22
5	12	5	1884	40	4	7	22
6	12	5	1885	40	4	18	22
7	12	5	1885	40	4	18	22
8	12	5	1886	20	2	14	20
9	12	5	1887	20	2	5	20
10	12	5	1888	20	2	3	20
11	12	5	1889	40	4	7	22
12	12	5	1889	40	4	7	22
13	12	5	1890	40	4	5	22
14	12	5	1890	40	4	5	22
15	12	5	1891	20	2	14	20
16	12	5	1892	40	4	7	22
17	12	5	1892	40	4	7	22
18	12	5	1893	40	4	16	22
19	12	5	1893	40	4	16	22
20	12	5	1894	40	4	16	22
21	12	5	1894	40	4	16	22
22	12	5	1895	20	2	14	20
0	13	5	1896	40	4	17	22
1	13	5	1896	40	4	17	22
2	13	5	1897	20	2	13	20
3	13	5	1898	20	2	8	20
4	13	5	1899	20	2	16	20
5	13	5	1900	40	4	19	22
6	13	5	1900	40	4	19	22
7	13	5	1901	40	4	4	22
8	13	5	1901	40	4	4	22
9	13	5	1902	20	2	20	20
10	13	5	1903	20	2	8	20
11	13	5	1904	20	2	4	20
12	13	5	1905	20	2	17	20
13	13	5	1906	20	2	7	20
14	13	5	1907	20	2	12	20
15	13	5	1908	40	4	5	22
16	13	5	1908	40	4	5	22
17	13	5	1909	40	4	14	22
18	13	5	1909	40	4	14	22
19	13	5	1910	40	4	21	22
20	13	5	1910	40	4	21	22
21	13	5	1911	40	4	22	22
22	13	5	1911	40	4	22	22
0	14	5	1912	20	2	2	20
1	14	5	1913	20	2	15	20
2	14	5	1914	20	2	9	20
3	14	5	1915	40	4	4	22
4	14	5	1915	40	4	4	22
5	14	5	1916	20	2	17	20
6	14	5	1917	40	4	22	22
7	14	5	1917	40	4	22	22
8	14	5	1918	20	2	8	20
9	14	5	1919	40	4	7	22
10	14	5	1919	40	4	7	22
11	14	5	1920	40	4	18	22
12	14	5	1920	40	4	18	22
13	14	5	1921	40	4	8	22
14	14	5	1921	40	4	8	22
15	14	5	1922	20	2	7	20
16	14	5	1923	20	2	2	20
17	14	5	1924	20	2	20	20
18	14	5	1925	40	4	17	22
19	14	5	1925	40	4	17	22
20	14	5	1926	20	2	17	20
21	14	5	1927	40	4	3	22
22	14	5	1927	40	4	3	22
0	15	5	1928	40	4	5	22
1	15	5	1928	40	4	5	22
2	15	5	1929	40	4	1	22
3	15	5	1929	40	4	1	22
4	15	5	1930	40	4	17	22
5	15	5	1930	40	4	17	22
6	15	5	1931	40	4	4	22
7	15	5	1931	40	4	4	22
8	15	5	1932	20	2	13	20
9	15	5	1933	40	4	2	22
10	15	5	1933	40	4	2	22
11	15	5	1934	40	4	20	22
12	15	5	1934	40	4	20	22
13	15	5	1935	40	4	19	22
14	15	5	1935	40	4	19	22
15	15	5	1936	20	2	15	20
16	15	5	1937	20	2	7	20
17	15	5	1938	20	2	16	20
18	15	5	1939	40	4	2	22
19	15	5	1939	40	4	2	22
20	15	5	1940	40	4	12	22
21	15	5	1940	40	4	12	22
22	15	5	1943	20	2	16	20
0	16	5	1941	40	4	1	22
1	16	5	1941	40	4	1	22
2	16	5	1942	40	4	4	22
3	16	5	1942	40	4	4	22
4	16	5	1944	40	4	4	22
5	16	5	1944	40	4	4	22
6	16	5	1945	20	2	3	20
7	16	5	1946	40	4	1	22
8	16	5	1946	40	4	1	22
9	16	5	1947	40	4	2	22
10	16	5	1947	40	4	2	22
11	16	5	1948	40	4	2	22
12	16	5	1948	40	4	2	22
13	16	5	1949	40	4	18	22
14	16	5	1949	40	4	18	22
15	16	5	1950	20	2	1	20
16	16	5	1951	20	2	19	20
17	16	5	1952	20	2	16	20
18	16	5	1953	20	2	14	20
19	16	5	1954	20	2	11	20
20	16	5	1955	20	2	6	20
21	16	5	1956	40	4	4	22
22	16	5	1956	40	4	4	22
0	17	5	1957	20	2	5	20
1	17	5	1958	40	4	22	22
2	17	5	1958	40	4	22	22
3	17	5	1959	40	4	10	22
4	17	5	1959	40	4	10	22
5	17	5	1960	20	2	12	20
6	17	5	1961	40	4	21	22
7	17	5	1961	40	4	21	22
8	17	5	1962	20	2	19	20
9	17	5	1963	40	4	8	22
10	17	5	1963	40	4	8	22
11	17	5	1964	20	2	20	20
12	17	5	1965	20	2	8	20
13	17	5	1966	20	2	3	20
14	17	5	1967	20	2	11	20
15	17	5	1968	20	2	8	20
16	17	5	1969	20	2	15	20
17	17	5	1970	40	4	1	22
18	17	5	1970	40	4	1	22
19	17	5	1971	40	4	16	22
20	17	5	1971	40	4	16	22
21	17	5	1972	40	4	10	22
22	17	5	1972	40	4	10	22
0	18	5	1973	20	2	16	20
1	18	5	1974	40	4	4	22
2	18	5	1974	40	4	4	22
3	18	5	1975	20	2	14	20
4	18	5	1976	40	4	2	22
5	18	5	1976	40	4	2	22
6	18	5	1977	20	2	0	20
7	18	5	1978	40	4	9	22
8	18	5	1978	40	4	9	22
9	18	5	1979	20	2	7	20
10	18	5	1980	20	2	9	20
11	18	5	1981	20	2	20	20
12	18	5	1982	20	2	12	20
13	18	5	1983	20	2	11	20
14	18	5	1984	40	4	21	22
15	18	5	1984	40	4	21	22
16	18	5	1985	40	4	7	22
17	18	5	1985	40	4	7	22
18	18	5	1986	40	4	5	22
19	18	5	1986	40	4	5	22
20	18	5	1987	20	2	4	20
21	18	5	1988	20	2	19	20
22	18	5	1990	20	2	6	20
0	19	5	1989	40	4	20	22
1	19	5	1989	40	4	20	22
2	19	5	1991	20	2	7	20
3	19	5	1992	20	2	1	20
4	19	5	1993	40	4	14	22
5	19	5	1993	40	4	14	22
6	19	5	1994	20	2	20	20
7	19	5	1995	20	2	17	20
8	19	5	1996	20	2	3	20
9	19	5	1997	40	4	4	22
10	19	5	1997	40	4	4	22
11	19	5	1998	40	4	12	22
12	19	5	1998	40	4	12	22
13	19	5	1999	40	4	1	22
14	19	5	1999	40	4	1	22
15	19	5	2000	20	2	18	20
16	19	5	2001	20	2	20	20
17	19	5	2002	40	4	16	22
18	19	5	2002	40	4	16	22
19	19	5	2003	40	4	3	22
20	19	5	2003	40	4	3	22
21	19	5	2004	40	4	3	22
22	19	5	2004	40	4	3	22
0	20	5	2005	40	4	20	22
1	20	5	2005	40	4	20	22
2	20	5	2006	20	2	14	20
3	20	5	2007	40	4	18	22
4	20	5	2007	40	4	18	22
5	20	5	2008	20	2	18	20
6	20	5	2009	20	2	13	20
7	20	5	2010	20	2	12	20
8	20	5	2011	20	2	18	20
9	20	5	2012	20	2	16	20
10	20	5	2013	20	2	7	20
11	20	5	2014	40	4	12	22
12	20	5	2014	40	4	12	22
13	20	5	2015	40	4	3	22
14	20	5	2015	40	4	3	22
15	20	5	2016	40	4	2	22
16	20	5	2016	40	4	2	22
17	20	5	2017	40	4	15	22
18	20	5	2017	40	4	15	22
19	20	5	2018	20	2	8	20
20	20	5	2019	40	4	3	22
21	20	5	2019	40	4	3	22
22	20	5	2024	20	2	6	20
0	21	5	2020	40	4	15	22
1	21	5	2020	40	4	15	22
2	21	5	2021	40	4	8	22
3	21	5	2021	40	4	8	22
4	21	5	2022	40	4	19	22
5	21	5	2022	40	4	19	22
6	21	5	2023	40	4	13	22
7	21	5	2023	40	4	13	22
8	21	5	2025	20	2	9	20
9	21	5	2026	40	4	20	22
10	21	5	2026	40	4	20	22
11	21	5	2027	20	2	20	20
12	21	5	2028	20	2	5	20
13	21	5	2029	20	2	4	20
14	21	5	2030	20	2	18	20
15	21	5	2031	40	4	10	22
16	21	5	2031	40	4	10	22
17	21	5	2032	40	4	13	22
18	21	5	2032	40	4	13	22
19	21	5	2033	20	2	6	20
20	21	5	2034	20	2	6	20
21	21	5	2035	20	2	7	20
22	21	5	2037	20	2	20	20
0	0	6	2036	40	4	19	22
1	0	6	2036	40	4	19	22
2	0	6	2038	20	2	6	20
3	0	6	2039	40	4	12	22
4	0	6	2039	40	4	12	22
5	0	6	2040	40	4	2	22
6	0	6	2040	40	4	2	22
7	0	6	2041	20	2	0	20
8	0	6	2042	20	2	4	20
9	0	6	2043	40	4	13	22
10	0	6	2043	40	4	13	22
11	0	6	2044	20	2	2	20
12	0	6	2045	20	2	2	20
13	0	6	2046	40	4	1	22
14	0	6	2046	40	4	1	22
15	0	6	2047	40	4	8	22
16	0	6	2047	40	4	8	22
17	0	6	2048	20	2	17	20
18	0	6	2049	20	2	17	20
19	0	6	2050	40	4	17	22
20	0	6	2050	40	4	17	22
21	0	6	2051	40	4	8	22
22	0	6	2051	40	4	8	22
0	1	6	2052	40	4	17	22
1	1	6	2052	40	4	17	22
2	1	6	2053	40	4	20	22
3	1	6	2053	40	4	20	22
4	1	6	2054	20	2	5	20
5	1	6	2055	20	2	5	20
6	1	6	2056	20	2	14	20
7	1	6	2057	20	2	20	20
8	1	6	2058	40	4	7	22
9	1	6	2058	40	4	7	22
10	1	6	2059	40	4	6	22
11	1	6	2059	40	4	6	22
12	1	6	2060	20	2	6	20
13	1	6	2061	20	2	3	20
14	1	6	2062	20	2	16	20
15	1	6	2063	40	4	2	22
16	1	6	2063	40	4	2	22
17	1	6	2064	20	2	10	20
18	1	6	2065	40	4	4	22
19	1	6	2065	40	4	4	22
20	1	6	2066	40	4	1	22
21	1	6	2066	40	4	1	22
22	1	6	2067	20	2	17	20
0	2	6	2068	40	4	4	22
1	2	6	2068	40	4	4	22
2	2	6	2069	20	2	9	20
3	2	6	2070	20	2	10	20
4	2	6	2071	20	2	1	20
5	2	6	2072	20	2	17	20
6	2	6	2073	40	4	1	22
7	2	6	2073	40	4	1	22
8	2	6	2074	40	4	11	22
9	2	6	2074	40	4	11	22
